"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
154,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,1548-5943,"5,555",14.098,14.024,18.496,2.056,18,7.8,6.8,0.011110,7.449,100.00,98.184,1.32221
156,GENOME BIOLOGY,GENOME BIOL,1474-760X,"38,920",14.028,13.702,18.358,1.314,194,6.3,5.4,0.133250,9.932,94.85,97.935,15.85232
157,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,1360-1385,"21,520",14.006,13.602,14.017,2.867,83,9.1,5.6,0.024080,4.342,0.00,99.342,2.86476
158,Light-Science & Applications,LIGHT-SCI APPL,2047-7538,"5,894",14.000,13.527,15.132,3.072,139,3.0,6.1,0.019170,4.257,95.68,98.421,2.28058
159,Advances in Optics and Photonics,ADV OPT PHOTONICS,1943-8206,"2,494",13.963,13.963,20.902,4.533,15,5.5,7.2,0.005220,6.493,26.67,97.368,0.62215
160,ACS Nano,ACS NANO,1936-0851,"152,659",13.903,13.292,15.149,2.469,"1,290",4.8,5.2,0.325680,3.885,99.15,92.848,38.74397
161,Annual Review of Pathology-Mechanisms of Disease,ANNU REV PATHOL-MECH,1553-4006,"4,585",13.833,13.810,19.691,5.188,16,7.1,8.0,0.008460,6.822,0.00,98.026,1.00739
162,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,0167-7799,"15,857",13.747,13.424,15.219,4.195,82,7.9,4.2,0.019230,3.937,0.00,97.840,2.28804
163,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,"3,892",13.744,11.605,11.612,2.857,21,8.4,6.9,0.005790,3.404,85.71,96.864,0.68984
163,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,"3,892",13.744,11.605,11.612,2.857,21,8.4,6.9,0.005790,3.404,85.71,96.864,0.68984
165,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,0002-953X,"43,025",13.655,13.188,14.095,5.386,88,10.3,6.8,0.036340,5.472,79.55,96.874,4.32405
165,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,0002-953X,"43,025",13.655,13.188,14.095,5.386,88,10.3,6.8,0.036340,5.472,79.55,96.874,4.32405
167,COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,0010-8545,"32,760",13.476,12.978,13.364,5.004,233,7.9,6.1,0.034900,2.892,2.58,98.889,4.15206
168,Nature Plants,NAT PLANTS,2055-026X,"3,979",13.297,12.923,13.338,2.914,105,2.4,6.8,0.020090,5.535,91.43,98.904,2.39102
169,IEEE Industrial Electronics Magazine,IEEE IND ELECTRON M,1932-4529,"1,884",13.241,12.759,16.000,1.500,12,4.9,4.2,0.003880,3.870,100.00,99.436,0.46206
170,National Science Review,NATL SCI REV,2095-5138,"1,842",13.222,13.127,13.833,5.306,49,2.4,6.2,0.006500,4.319,36.73,96.377,0.77353
171,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,1471-4906,"12,153",13.000,12.810,13.992,3.274,73,7.1,5.6,0.025460,5.463,0.00,95.886,3.02939
172,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,1355-4786,"9,206",12.878,12.610,13.622,2.605,38,8.2,8.4,0.014390,4.580,5.26,98.837,1.71230
173,Lancet Gastroenterology & Hepatology,LANCET GASTROENTEROL,2468-1253,"1,649",12.856,12.375,12.865,4.529,68,1.6,4.5,0.007430,5.416,70.59,93.452,0.88486
174,ACS Central Science,ACS CENTRAL SCI,2374-7943,"4,160",12.837,12.556,12.771,2.751,173,2.0,5.9,0.017830,4.690,100.00,91.570,2.12169
175,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,0734-9750,"18,021",12.831,12.581,13.769,2.716,141,6.8,6.8,0.020270,2.859,0.00,97.222,2.41187
176,Science Advances,SCI ADV,2375-2548,"21,901",12.804,12.652,13.293,2.116,893,2.1,7.2,0.109970,5.541,98.77,94.928,13.08304
177,Applied Physics Reviews,APPL PHYS REV,1931-9401,"2,404",12.750,12.553,16.463,3.137,51,3.1,7.3,0.008230,4.587,0.00,94.932,0.97990
178,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,0163-7827,"5,839",12.540,12.429,12.171,1.938,16,9.2,8.0,0.007150,3.567,0.00,98.626,0.85170
179,Journal of Thoracic Oncology,J THORAC ONCOL,1556-0864,"16,601",12.460,11.527,8.824,2.709,182,4.4,4.0,0.038880,2.610,88.46,95.951,4.62535
180,JAMA Neurology,JAMA NEUROL,2168-6149,"8,683",12.321,12.064,10.791,4.363,135,3.3,6.7,0.042020,4.255,90.37,97.739,4.99959
181,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,0166-2236,"20,163",12.314,12.231,13.870,2.407,59,10.1,6.8,0.024470,5.599,0.00,97.191,2.91119
182,Academy of Management Annals,ACAD MANAG ANN,1941-6520,"3,693",12.289,12.111,18.616,2.040,25,6.6,10.1,0.009790,8.629,76.00,99.715,1.16569
183,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,0021-9738,"108,879",12.282,12.122,13.685,2.561,394,10.1,7.4,0.139940,5.402,89.59,98.162,16.64795
184,NANO LETTERS,NANO LETT,1530-6984,"163,570",12.279,11.731,13.969,2.122,"1,104",6.0,5.6,0.300590,4.018,99.73,91.896,35.75827
185,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,1433-7851,"327,734",12.257,11.368,12.359,3.277,"2,752",5.9,5.6,0.546580,3.243,95.13,90.407,65.02140
185,Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,1523-9829,"4,634",12.257,12.257,13.429,0.833,18,8.9,7.9,0.004980,4.150,0.00,98.125,0.59320
187,ACS Catalysis,ACS CATAL,2155-5435,"55,465",12.221,11.314,12.584,2.571,"1,235",3.1,6.2,0.140810,2.896,96.92,92.905,16.75171
188,Physical Review X,PHYS REV X,2160-3308,"13,462",12.211,11.840,12.824,3.195,277,3.2,7.7,0.074260,6.256,99.64,94.444,8.83504
189,Annual Review of Biophysics,ANNU REV BIOPHYS,1936-122X,"2,878",12.175,12.025,12.942,2.733,30,6.1,7.8,0.008460,6.221,0.00,99.315,1.00649
190,Nature Chemical Biology,NAT CHEM BIOL,1552-4450,"21,428",12.154,11.973,13.942,4.368,136,6.0,7.3,0.061160,6.380,97.79,97.492,7.27566
191,EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,1388-9842,"12,582",12.129,9.741,9.014,4.860,136,5.2,4.9,0.025910,2.718,87.50,95.956,3.08255
192,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,1545-9993,"27,166",12.109,11.875,12.650,3.309,123,8.4,6.8,0.069430,7.448,91.87,96.381,8.25968
193,Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,0362-1642,"7,820",12.103,12.086,14.418,5.375,32,10.1,7.1,0.009900,5.321,0.00,99.076,1.17866
194,Annual Review of Neuroscience,ANNU REV NEUROSCI,0147-006X,"14,042",12.043,11.935,17.310,1.615,26,10.2,7.7,0.015010,9.803,0.00,96.816,1.78640
195,JAMA Pediatrics,JAMA PEDIATR,2168-6203,"8,016",12.004,11.630,12.268,3.739,115,3.3,6.4,0.044290,5.445,86.96,99.600,5.26925
196,Lancet Haematology,LANCET HAEMATOL,2352-3026,"1,934",11.990,11.760,11.654,3.083,48,2.5,5.4,0.010550,5.227,93.75,96.575,1.25619
197,Annual Review of Physical Chemistry,ANNU REV PHYS CHEM,0066-426X,"8,622",11.982,11.945,14.376,3.273,22,10.1,8.8,0.010890,5.849,0.00,92.230,1.29561
198,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,0966-842X,"12,514",11.974,11.789,12.097,4.487,76,8.0,5.7,0.020690,4.202,0.00,96.344,2.46193
199,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,1359-4184,"20,353",11.973,11.560,12.180,5.127,229,5.4,7.8,0.049280,4.535,95.63,96.388,5.86345
200,Nature Communications,NAT COMMUN,2041-1723,"243,793",11.878,11.502,13.811,2.107,"5,058",3.4,6.8,1.103160,5.404,99.31,93.478,131.23300
201,NATURAL PRODUCT REPORTS,NAT PROD REP,0265-0568,"11,039",11.876,11.504,11.825,3.207,58,8.1,7.5,0.014860,3.464,0.00,98.152,1.76860
202,JAMA Cardiology,JAMA CARDIOL,2380-6583,"3,280",11.866,11.513,11.871,4.273,121,1.8,5.6,0.019300,6.301,88.43,95.221,2.29654
203,BRAIN,BRAIN,0006-8950,"52,970",11.814,11.247,11.773,2.912,227,9.9,7.0,0.073990,4.548,94.71,96.652,8.80227
204,EUROPEAN RESPIRATORY JOURNAL,EUR RESPIR J,0903-1936,"38,502",11.807,10.548,11.029,3.731,238,7.8,5.5,0.064040,3.658,91.60,94.444,7.61935
205,Annual Review of Entomology,ANNU REV ENTOMOL,0066-4170,"12,624",11.796,11.735,16.173,6.517,29,10.3,10.0,0.009680,5.274,0.00,99.490,1.15159
206,QUARTERLY JOURNAL OF ECONOMICS,Q J ECON,0033-5533,"28,500",11.775,11.613,14.150,2.625,40,10.4,9.4,0.055270,20.930,100.00,99.862,6.57567
207,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,1350-9462,"6,284",11.768,11.134,12.326,3.711,45,7.8,8.7,0.010010,4.054,15.56,99.167,1.19082
208,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,1368-7646,"2,856",11.708,10.938,12.089,2.765,17,7.1,5.5,0.003590,3.025,0.00,98.315,0.42771
209,IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,2162-237X,"27,444",11.683,10.211,10.445,2.873,534,6.3,7.2,0.040210,2.710,100.00,99.130,4.78448
210,Journal of Statistical Software,J STAT SOFTW,1548-7660,"20,164",11.655,11.540,20.539,0.616,73,6.9,8.7,0.049130,9.120,100.00,99.561,5.84542
211,BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,0306-3674,"21,929",11.645,10.347,9.805,3.741,185,5.9,6.9,0.039730,2.836,56.76,99.398,4.72726
212,Lancet Public Health,LANCET PUBLIC HEALTH,2468-2667,799,11.600,11.160,11.600,4.652,46,1.4,4.6,0.003770,5.712,100.00,98.871,0.44860
212,Lancet Public Health,LANCET PUBLIC HEALTH,2468-2667,799,11.600,11.160,11.600,4.652,46,1.4,4.6,0.003770,5.712,100.00,98.871,0.44860
214,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,0168-6445,"12,528",11.524,11.379,15.734,2.791,43,9.2,8.2,0.015950,5.099,0.00,95.113,1.89827
215,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,0165-6147,"12,317",11.523,11.409,12.709,3.143,70,8.4,5.7,0.018170,3.888,0.00,97.940,2.16208
216,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,0006-3223,"43,122",11.501,11.157,11.275,4.285,179,9.7,7.0,0.053290,4.004,74.86,95.620,6.33984
217,Nature Protocols,NAT PROTOC,1754-2189,"40,341",11.334,11.166,15.086,1.863,146,8.8,5.8,0.081330,7.368,99.32,98.101,9.67568
218,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,0105-2896,"15,517",11.292,11.190,10.676,4.420,88,7.8,7.6,0.027030,4.015,0.00,95.253,3.21630
219,EMBO JOURNAL,EMBO J,0261-4189,"65,212",11.227,11.047,10.568,2.307,212,10.3,7.6,0.067990,5.342,97.64,94.671,8.08887
220,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,0305-1048,"181,592",11.147,10.500,10.727,2.849,"1,279",7.3,7.4,0.402430,4.480,99.92,95.485,47.87421
221,Autophagy,AUTOPHAGY,1554-8627,"16,161",11.059,10.610,11.227,2.512,129,5.6,6.7,0.032620,3.312,91.47,93.005,3.88124
222,PLOS MEDICINE,PLOS MED,1549-1277,"30,689",11.048,10.893,14.814,2.060,182,8.2,5.4,0.071200,7.326,98.90,95.313,8.47050
223,Physics of Life Reviews,PHYS LIFE REV,1571-0645,"1,514",11.045,10.273,12.051,18.333,9,4.7,8.8,0.002650,3.410,0.00,98.000,0.31600
224,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,1471-4914,"9,946",11.028,10.972,11.703,1.814,70,6.7,5.5,0.018890,3.975,0.00,95.021,2.24810
225,IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,"7,804",11.000,10.789,10.145,2.477,109,4.4,3.2,0.017870,2.849,100.00,98.295,2.12583
225,Journal of Extracellular Vesicles,J EXTRACELL VESICLES,2001-3078,"3,675",11.000,10.000,Not Available,2.119,42,3.9,4.9,0.012110,Not Available,83.33,91.969,1.44118
227,JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,1936-878X,"8,801",10.975,9.485,10.793,4.311,119,4.6,5.6,0.026170,4.112,84.03,97.049,3.11373
228,Nature Ecology & Evolution,NAT ECOL EVOL,2397-334X,"3,206",10.965,10.518,10.969,3.262,214,1.4,7.6,0.016660,5.537,91.59,97.045,1.98302
229,Earth System Science Data,EARTH SYST SCI DATA,1866-3508,"2,351",10.951,10.437,9.899,2.118,127,2.7,7.9,0.010800,4.330,100.00,98.745,1.28560
230,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,FRONT ECOL ENVIRON,1540-9295,"10,483",10.935,10.657,11.692,1.618,55,7.8,6.4,0.015290,3.836,63.64,98.744,1.81975
231,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,0022-1007,"63,983",10.892,10.692,11.897,3.262,191,10.2,7.0,0.071770,5.541,95.81,95.656,8.53831
232,Genome Medicine,GENOME MED,1756-994X,"5,264",10.886,10.782,9.368,1.080,75,3.4,4.8,0.023220,3.857,97.33,96.839,2.76260
233,Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,1543-592X,"20,257",10.878,10.776,15.580,0.455,22,10.3,8.5,0.011780,6.811,0.00,95.439,1.40162
234,Small,SMALL,1613-6810,"49,968",10.856,10.416,9.909,2.117,"1,036",4.1,4.6,0.091440,2.200,90.64,90.773,10.87817
235,Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,1081-0706,"9,734",10.833,10.815,17.441,0.348,23,10.0,6.9,0.016760,9.334,0.00,95.144,1.99421
236,Molecular Plant,MOL PLANT,1674-2052,"9,274",10.812,10.345,10.682,3.140,100,4.6,7.7,0.027130,3.669,79.00,96.640,3.22799
237,Annual Review of Public Health,ANNU REV PUBL HEALTH,0163-7525,"6,769",10.776,10.429,16.008,3.586,29,10.0,5.4,0.011690,6.814,0.00,98.297,1.39157
237,Annual Review of Public Health,ANNU REV PUBL HEALTH,0163-7525,"6,769",10.776,10.429,16.008,3.586,29,10.0,5.4,0.011690,6.814,0.00,98.297,1.39157
239,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,0146-6410,"3,427",10.764,10.309,9.680,5.731,26,8.7,9.3,0.006410,3.887,3.85,96.098,0.76329
240,Journal of Cachexia Sarcopenia and Muscle,J CACHEXIA SARCOPENI,2190-5991,"2,799",10.754,7.858,9.374,2.200,90,2.6,6.8,0.005860,1.931,86.67,96.872,0.69764
241,Journal of Materials Chemistry A,J MATER CHEM A,2050-7488,"126,337",10.733,9.779,10.172,1.964,"2,505",3.3,4.0,0.295180,1.874,95.25,92.847,35.11511
242,Information Fusion,INFORM FUSION,1566-2535,"4,746",10.716,9.890,8.875,5.747,83,3.5,7.2,0.008360,1.847,95.18,98.353,0.99522
243,PROCEEDINGS OF THE IEEE,P IEEE,0018-9219,"34,533",10.694,10.616,11.143,1.937,111,10.2,6.9,0.028250,3.434,98.20,98.308,3.36063
244,Molecular Cancer,MOL CANCER,1476-4598,"11,626",10.679,10.437,7.898,2.740,173,4.7,5.2,0.021340,1.814,61.27,94.958,2.53947
245,JAMA Surgery,JAMA SURG,2168-6254,"6,432",10.668,10.148,8.928,3.699,123,3.1,5.8,0.034060,3.874,88.62,99.754,4.05290
246,Advances in Applied Mechanics,ADV APPL MECH,0065-2156,"1,381",10.667,10.667,5.583,Not Available,0,Not Available,10.4,0.000280,1.816,Not Available,98.859,0.03423
247,PROGRESS IN NEUROBIOLOGY,PROG NEUROBIOL,0301-0082,"12,929",10.658,10.132,13.096,2.889,54,9.6,9.0,0.013220,3.697,14.81,95.318,1.57369
248,ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,0363-7425,"35,903",10.632,10.088,14.170,2.086,35,10.4,10.2,0.011690,6.562,97.14,99.144,1.39150
249,TRENDS IN GENETICS,TRENDS GENET,0168-9525,"11,959",10.627,10.545,10.687,2.417,72,10.0,5.5,0.021110,4.717,0.00,96.264,2.51205
250,EMBO Molecular Medicine,EMBO MOL MED,1757-4676,"7,507",10.624,10.530,10.382,1.888,98,4.4,6.6,0.025980,3.685,96.94,95.956,3.09134
251,Nature Human Behaviour,NAT HUM BEHAV,2397-3374,"1,230",10.575,10.080,10.586,3.448,87,1.3,8.5,0.006540,5.700,88.51,95.089,0.77894
251,Nature Human Behaviour,NAT HUM BEHAV,2397-3374,"1,230",10.575,10.080,10.586,3.448,87,1.3,8.5,0.006540,5.700,88.51,95.089,0.77894
253,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,1364-0321,"88,430",10.556,9.464,11.239,3.361,"1,118",3.9,6.3,0.133610,1.877,1.79,96.130,15.89438
254,Science Immunology,SCI IMMUNOL,2470-9468,"1,292",10.551,10.393,10.551,2.581,62,1.6,6.3,0.007570,5.363,90.32,93.987,0.90148
255,SLEEP MEDICINE REVIEWS,SLEEP MED REV,1087-0792,"6,920",10.517,10.067,10.255,2.874,103,6.9,8.2,0.010910,3.192,0.00,95.651,1.29869
256,Nature Astronomy,NAT ASTRON,2397-3366,"1,493",10.500,10.160,10.500,4.121,107,1.3,6.7,0.006480,4.912,97.20,94.928,0.77164
257,IEEE Transactions on Smart Grid,IEEE T SMART GRID,1949-3053,"22,572",10.486,9.700,10.607,2.415,646,4.1,6.4,0.043980,2.319,99.85,97.932,5.23207
258,Microbiome,MICROBIOME,2049-2618,"4,428",10.465,9.774,11.356,1.527,220,2.5,5.9,0.018060,3.799,94.55,94.361,2.14863
259,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,GLOBAL ENVIRON CHANG,0959-3780,"17,370",10.427,9.914,11.223,1.167,126,6.8,6.4,0.030250,3.311,96.83,98.903,3.59900
259,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,GLOBAL ENVIRON CHANG,0959-3780,"17,370",10.427,9.914,11.223,1.167,126,6.8,6.4,0.030250,3.311,96.83,98.903,3.59900
261,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,1389-5567,"3,934",10.405,10.333,14.360,3.842,19,7.0,6.0,0.003530,2.681,0.00,90.203,0.42110
262,AGEING RESEARCH REVIEWS,AGEING RES REV,1568-1637,"6,539",10.390,10.047,10.123,2.556,72,5.0,6.8,0.015890,3.009,20.83,94.051,1.89101
263,IEEE Transactions on Cybernetics,IEEE T CYBERNETICS,2168-2267,"13,561",10.387,9.645,9.631,3.388,276,2.7,6.7,0.046070,2.692,99.64,98.136,5.48078
264,IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,0163-6804,"24,753",10.356,10.012,12.091,2.289,305,4.5,3.2,0.053750,3.072,100.00,97.358,6.39444
265,THORAX,THORAX,0040-6376,"22,808",10.307,9.948,9.093,2.736,140,9.7,6.8,0.029530,3.186,93.57,92.857,3.51334
266,BIOLOGICAL REVIEWS,BIOL REV,1464-7931,"12,482",10.288,10.129,11.516,3.930,100,8.8,10.0,0.019270,4.256,37.00,98.276,2.29333
267,BIOMATERIALS,BIOMATERIALS,0142-9612,"109,384",10.273,9.818,9.550,2.415,595,8.0,6.4,0.102150,1.989,94.45,97.656,12.15223
267,PSYCHOLOGICAL INQUIRY,PSYCHOL INQ,1047-840X,"4,463",10.273,10.182,18.333,0.286,7,10.4,10.2,0.003270,8.274,100.00,97.445,0.38992
269,SYSTEMATIC BIOLOGY,SYST BIOL,1063-5157,"16,961",10.266,9.266,10.482,3.800,75,8.7,8.0,0.020930,4.367,100.00,91.000,2.49002
270,Annual Review of Microbiology,ANNU REV MICROBIOL,0066-4227,"10,068",10.242,10.145,12.138,0.625,24,10.2,7.7,0.009680,5.056,0.00,93.609,1.15163
271,AMERICAN JOURNAL OF GASTROENTEROLOGY,AM J GASTROENTEROL,0002-9270,"33,038",10.241,9.772,11.249,2.448,154,9.6,6.7,0.042560,3.936,80.52,92.262,5.06364
272,JNCI-Journal of the National Cancer Institute,JNCI-J NATL CANCER I,0027-8874,"36,790",10.211,10.070,11.802,4.630,135,10.1,6.4,0.051770,5.085,88.89,95.000,6.15908
273,Annual Review of Phytopathology,ANNU REV PHYTOPATHOL,0066-4286,"7,936",10.200,9.960,13.038,0.393,28,10.2,7.2,0.007370,4.298,0.00,98.026,0.87780
274,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,0144-235X,"1,789",10.172,10.138,8.117,1.222,9,9.9,10.1,0.002790,2.752,0.00,94.069,0.33288
275,CHEMISTRY OF MATERIALS,CHEM MATER,0897-4756,"106,568",10.159,9.681,10.091,1.698,967,7.1,5.8,0.150250,2.480,98.86,90.757,17.87406
276,Annual Review of Medicine,ANNU REV MED,0066-4219,"6,068",10.091,10.030,11.348,3.941,34,8.8,5.1,0.009020,4.170,0.00,95.221,1.07416
276,NEURO-ONCOLOGY,NEURO-ONCOLOGY,1522-8517,"11,858",10.091,9.486,9.053,2.473,150,4.5,6.3,0.029130,2.694,86.67,95.398,3.46593
278,GENOME RESEARCH,GENOME RES,1088-9051,"39,240",9.944,9.641,11.638,1.680,169,8.7,6.4,0.079590,6.773,100.00,95.481,9.46874
278,LEUKEMIA,LEUKEMIA,0887-6924,"24,555",9.944,9.410,9.679,2.915,284,6.3,6.3,0.054750,3.682,90.85,94.668,6.51307
280,AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,0002-9297,"36,007",9.924,9.496,9.968,1.468,173,10.1,6.0,0.063620,5.271,97.69,95.115,7.56855
281,CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,0272-7358,"16,566",9.904,9.802,12.516,1.730,63,8.6,8.3,0.021100,4.296,19.05,98.846,2.51062
282,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERS SOC PSYCHOL REV,1088-8683,"6,314",9.903,9.839,10.989,3.462,13,10.2,10.1,0.006310,5.370,38.46,99.206,0.75072
283,Molecular Systems Biology,MOL SYST BIOL,1744-4292,"8,936",9.800,9.611,9.954,1.426,54,7.5,6.2,0.019670,5.264,94.44,93.813,2.34027
284,MEDICINAL RESEARCH REVIEWS,MED RES REV,0198-6325,"4,560",9.791,9.657,8.949,4.109,55,7.9,8.1,0.004920,2.096,0.00,97.553,0.58601
285,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,1043-2760,"8,968",9.777,9.662,10.649,2.900,60,6.7,5.6,0.016630,3.620,0.00,95.517,1.97874
286,IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,2168-6831,952,9.659,9.477,10.283,0.375,16,3.3,5.9,0.003270,2.696,93.75,97.857,0.38957
287,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,1044-579X,"6,992",9.658,9.085,10.023,3.664,110,6.1,6.0,0.010730,2.674,13.64,93.696,1.27708
288,CHEST,CHEST,0012-3692,"50,453",9.657,9.190,7.846,2.580,243,10.1,6.7,0.053590,2.582,81.89,90.332,6.37584
289,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,P NATL ACAD SCI USA,0027-8424,"661,118",9.580,9.306,10.600,1.970,"3,269",9.6,7.8,1.021890,4.493,99.97,90.580,121.56515
290,Annual Review of Chemical and Biomolecular Engineering,ANNU REV CHEM BIOMOL,1947-5438,"1,641",9.569,9.490,7.962,0.882,17,5.6,6.4,0.003340,2.415,0.00,98.380,0.39837
291,Chemical Science,CHEM SCI,2041-6520,"43,152",9.556,9.226,8.921,2.536,"1,007",3.2,6.3,0.129310,2.540,98.21,89.244,15.38387
292,JACC-Cardiovascular Interventions,JACC-CARDIOVASC INTE,1936-8798,"11,555",9.544,8.660,9.605,3.182,181,3.9,4.5,0.033700,3.170,93.37,93.750,4.00918
293,EARTH-SCIENCE REVIEWS,EARTH-SCI REV,0012-8252,"17,382",9.530,9.088,10.640,2.380,205,7.3,10.1,0.030090,3.612,69.27,98.724,3.58034
294,BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,0956-5663,"57,168",9.518,8.344,8.037,3.113,891,3.9,5.3,0.077810,1.281,91.25,94.519,9.25679
295,IEEE Internet of Things Journal,IEEE INTERNET THINGS,2327-4662,"6,119",9.515,8.094,11.216,2.323,452,2.2,4.7,0.010690,1.845,96.90,97.197,1.27253
296,ANNALS OF NEUROLOGY,ANN NEUROL,0364-5134,"37,336",9.496,9.316,10.185,1.672,183,10.1,6.7,0.048610,4.246,97.27,94.962,5.78278
297,ISME Journal,ISME J,1751-7362,"23,603",9.493,9.006,10.872,2.089,257,5.5,7.5,0.051310,3.341,98.83,95.065,6.10467
298,ANNALS OF SURGERY,ANN SURG,0003-4932,"50,355",9.476,8.780,9.358,3.502,309,10.0,6.6,0.066650,3.321,94.82,99.261,7.92923
299,GREEN CHEMISTRY,GREEN CHEM,1463-9262,"45,125",9.405,8.737,9.593,1.948,555,4.7,5.7,0.065440,1.793,94.05,92.189,7.78510
300,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,0163-7258,"15,434",9.396,9.308,11.069,3.133,158,6.7,7.4,0.022530,2.854,0.00,97.191,2.68054
301,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,J ACAD MARKET SCI,0092-0703,"11,493",9.360,8.419,10.791,1.241,54,10.2,10.1,0.006170,2.270,88.89,98.299,0.73473
302,Analytic Methods in Accident Research,ANAL METHODS ACCID R,2213-6657,669,9.333,5.222,Not Available,2.444,18,2.7,5.3,0.002420,Not Available,100.00,98.238,0.28827
302,Nature Reviews Urology,NAT REV UROL,1759-4812,"3,262",9.333,9.088,8.079,2.311,45,4.4,6.6,0.009550,2.730,26.67,96.875,1.13646
304,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,0733-8716,"20,299",9.302,8.984,9.242,1.517,205,5.4,3.9,0.046080,2.933,100.00,95.845,5.48212
305,Optica,OPTICA,2334-2536,"7,232",9.263,8.893,9.130,1.974,232,2.4,6.3,0.036170,3.702,96.98,96.316,4.30327
306,Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,0084-6597,"8,108",9.235,9.176,11.721,1.700,20,10.2,10.1,0.009380,5.509,0.00,95.846,1.11639
307,PHYSICAL REVIEW LETTERS,PHYS REV LETT,0031-9007,"448,064",9.227,8.433,8.313,2.323,"2,781",10.1,7.7,0.578700,3.203,100.00,93.210,68.84286
